#Assay	Cell	Target	Treatment	Identifier	N_uniq map reads	MACS FDR 0.01	Self Cons IDR 0.02	Rep Cons IDR 0.01	SPOT	PBC	NSC	RSC	Under seq	Diff rep	Manual low S/N	Auto low S/N	Revoke flag
TF-ChIP-seq	SK-N-SH_RA	USF1	None	wgEncodeHaibTfbsSknshraUsf1sc8983V0416102AlnRep1	18998170	145825	28683	18787	0.2020	0.57	2.34	2.03	0	0	0	0	
TF-ChIP-seq	SK-N-SH_RA	USF1	None	wgEncodeHaibTfbsSknshraUsf1sc8983V0416102AlnRep2	10192148	146057	24327	18787	0.2351	0.7	3.60	2.15	0	0	0	0	
TF-ChIP-seq	SK-N-SH_RA	YY1	None	wgEncodeHaibTfbsSknshraYy1c20V0416102AlnRep1	19973288	34522	15097	17528	0.1355	0.92	1.47	1.51	0	0	0	0	
TF-ChIP-seq	SK-N-SH_RA	YY1	None	wgEncodeHaibTfbsSknshraYy1c20V0416102AlnRep2	28135933	31356	22000	17528	0.1469	0.89	1.34	1.55	0	0	0	0	
TF-ChIP-seq	T-47D	CTCF	DMSO_0.02pct	wgEncodeHaibTfbsT47dCtcfsc5916V0416102Dmso2AlnRep1	22282373	12163	20789	17703	0.0523	0.9	1.15	2.19	0	0	0	0	
TF-ChIP-seq	T-47D	CTCF	DMSO_0.02pct	wgEncodeHaibTfbsT47dCtcfsc5916V0416102Dmso2AlnRep2	21794322	32985	32143	17703	0.1278	0.78	1.59	2.03	0	0	0	0	
TF-ChIP-seq	T-47D	FOXA1	DMSO_0.02pct	wgEncodeHaibTfbsT47dFoxa1c20V0416102Dmso2AlnRep1	13608236	95662	34700	28540	0.1811	0.88	2.02	1.79	0	0	0	0	
TF-ChIP-seq	T-47D	FOXA1	DMSO_0.02pct	wgEncodeHaibTfbsT47dFoxa1c20V0416102Dmso2AlnRep2	19166370	81743	47719	28540	0.2374	0.94	2.19	1.65	0	0	0	0	
TF-ChIP-seq	T-47D	GATA3	DMSO_0.02pct	wgEncodeHaibTfbsT47dGata3sc268V0416102Dmso2AlnRep1	21966771	42862	25180	24008	0.1134	0.95	1.32	1.48	0	0	0	0	
TF-ChIP-seq	T-47D	GATA3	DMSO_0.02pct	wgEncodeHaibTfbsT47dGata3sc268V0416102Dmso2AlnRep2	23796521	66531	45586	24008	0.2209	0.93	1.72	1.6	0	0	0	0	
TF-ChIP-seq	T-47D	P300	DMSO_0.02pct	wgEncodeHaibTfbsT47dP300V0416102Dmso2AlnRep1	15797308	26240	15775	9196	0.0762	0.96	1.21	1.36	0	0	0	0	
TF-ChIP-seq	T-47D	P300	DMSO_0.02pct	wgEncodeHaibTfbsT47dP300V0416102Dmso2AlnRep2	19093679	19362	13006	9196	0.0530	0.93	1.11	1.2	0	0	0	0	
TF-ChIP-seq	T-47D	ERALPHA_A	Estradiol_10nM	wgEncodeHaibTfbsT47dEralphaaV0416102Estradia1hAlnRep1	29674841	11303	10876	5547	0.0647	0.84	1.28	1.39	0	0	0	0	
TF-ChIP-seq	T-47D	ERALPHA_A	Estradiol_10nM	wgEncodeHaibTfbsT47dEralphaaV0416102Estradia1hAlnRep2	19466118	71	5062	5547	0.0296	0.85	1.23	1.61	0	0	0	0	
TF-ChIP-seq	T-47D	ERALPHA_A	Genistein_100nM	wgEncodeHaibTfbsT47dEralphaaPcr2xGen1hAlnRep1	29674841	11303	10913	5543	0.0647	0.84	1.28	1.39	0	0	0	0	
TF-ChIP-seq	T-47D	ERALPHA_A	Genistein_100nM	wgEncodeHaibTfbsT47dEralphaaPcr2xGen1hAlnRep2	19466772	71	5081	5543	0.0296	0.85	1.23	1.61	0	0	0	0	
TF-ChIP-seq	T-REx-HEK293	ZNF263	None	wgEncodeSydhTfbsTrexhek293Znf263UcdAlnRep1	17502674	52814	37747	34624	0.2732	0.97	1.35	2.14	0	0	0	0	
TF-ChIP-seq	T-REx-HEK293	ZNF263	None	wgEncodeSydhTfbsTrexhek293Znf263UcdAlnRep2	19080081	42766	29294	34624	0.1837	0.98	1.20	2.19	0	0	0	0	
TF-ChIP-seq	U2OS	KAP1	None	wgEncodeSydhTfbsU2osKap1UcdAlnRep1	22689759	28262	16640	6346	0.0711	0.88	1.05	1.26	0	0	0	0	
TF-ChIP-seq	U2OS	KAP1	None	wgEncodeSydhTfbsU2osKap1UcdAlnRep2	34012494	4909	5001	6346	0.0197	0.96	1.02	0.78	0	0	0	1	
TF-ChIP-seq	U2OS	SETDB1	None	wgEncodeSydhTfbsU2osSetdb1UcdAlnRep1	17500045	47387	27653	18061	0.1333	0.8	1.20	1.87	0	0	0	0	
TF-ChIP-seq	U2OS	SETDB1	None	wgEncodeSydhTfbsU2osSetdb1UcdAlnRep2	12134655	46679	24863	18061	0.1211	0.82	1.20	1.59	0	0	0	0	
TF-ChIP-seq	U87	NRSF	None	wgEncodeHaibTfbsU87NrsfPcr2xAlnRep1	11267314	3751	4173	3190	0.0640	0.92	1.48	1.36	0	0	0	0	
TF-ChIP-seq	U87	NRSF	None	wgEncodeHaibTfbsU87NrsfPcr2xAlnRep2	19706062	2594	4330	3190	0.0737	0.95	1.22	1.24	0	0	0	0	
TF-ChIP-seq	WERI-Rb-1	CTCF	None	wgEncodeUwTfbsWerirb1CtcfStdAlnRep1	12668763	67405	59514	45609	0.4570	0.89	5.83	1.53	0	0	0	0	
TF-ChIP-seq	WERI-Rb-1	CTCF	None	wgEncodeUwTfbsWerirb1CtcfStdAlnRep2	8128935	63549	41007	45609	0.2428	0.94	2.88	1.58	0	0	0	0	
