GCF_946900835.1_NSPWAT	347 Nitrospina watsonii 2023
GCF_040888325.1_ASM4088832v1	Streptococcus jiangnanensis (21WXBC0044M1 2024)
GCF_003627135.1_ASM362713v1	Streptococcus koreensis (KCOM 2890 =JS71 2018)
GCF_018127725.1_ASM1812772v1	Streptococcus lactarius (CCUG 66490 2021)
GCF_034134805.1_ASM3413480v1	Streptococcus lingualis (S5 2023)
GCF_016908645.1_ASM1690864v1	Streptococcus loxodontisalivarius (DSM 27382 2021)
GCF_900475675.1_45473_D02	Streptococcus lutetiensis (NCTC13774 2018)
GCF_900459485.1_44738_A02	Streptococcus macacae (NCTC 11558 2018)
GCF_029866925.1_ASM2986692v1	Streptococcus macedonicus (SGM CIP105683 2023)
GCF_000380045.1_ASM38004v1	Streptococcus marimammalium (DSM 18627 2013)
GCF_001623565.1_ASM162356v1	Streptococcus marmotae (HTS5 2016)
GCF_900459365.1_45296_H02	Streptococcus massiliensis (NCTC13765 2018)
GCF_900187085.1_50624_E01	Streptococcus merionis (NCTC13788 2017)
GCF_000377005.1_ASM37700v1	Streptococcus minor (DSM 17118 2013)
GCF_001281025.1_ASM128102v1	Streptococcus mitis (KCOM 1350 = ChDC B183 2015)
GCF_030812835.1_ASM3081283v1	Streptococcus moroccensis (DSM 105143 2023)
GCF_019048645.1_ASM1904864v1	Streptococcus mutans (FDAARGOS 1458 2021)
GCF_042140045.1_ASM4214004v1	Streptococcus nidrosiense (SO-23-1 2024)
GCF_900637025.1_46338_H01	Streptococcus oralis ATCC 35037 (NCTC 11427 2018)
GCF_017883985.1_ASM1788398v1	Streptococcus oricebi (CCUG 70868 2021)
GCF_001431045.1_ASM143104v1	Streptococcus orisasini (SH06 2015)
GCF_018137985.1_ASM1813798v1	Streptococcus oriscaviae (HKU75 2021)
GCF_000380105.1_ASM38010v1	Streptococcus orisratti (DSM 15617 2013)
GCF_000380125.1_ASM38012v1	Streptococcus ovis (DSM 16829 2013)
GCF_012396585.1_ASM1239658v1	Streptococcus ovuberis (CCUG 69612 2020)
GCF_016481305.1_ASM1648130v1	Streptococcus pacificus (CSL7591 2021)
GCF_017884005.1_ASM1788400v1	Streptococcus panodentis (CCUG 70867 2021)
GCF_001642085.1_ASM164208v1	Streptococcus pantholopis (TA 26 2016)
GCF_037076355.1_ASM3707635v1	Streptococcus parapneumoniae (SP4011 2024)
GCF_000164675.2_ASM16467v2	Streptococcus parasanguinis (ATCC 15912 2011)
GCF_021654455.1_ASM2165445v1	Streptococcus parasuis (SUT-286 2021)
GCF_000187935.1_ASM18793v2	Streptococcus parauberis (NCFD 2020 2011)
GCF_004843545.1_ASM484354v1	Streptococcus pasteurianus (WUSP067 2019)
GCF_965139625.1_CIP111643T	Streptococcus penaeicida (2025)
GCF_003963555.1_ASM396355v1	Streptococcus periodonticum (KCOM 2412 2018)
GCF_000187585.1_ASM18758v1	Streptococcus peroris (ATCC 700780 2011)
GCF_001302265.1_ASM130226v1	Streptococcus phocae (ATCC 51973 2015)
GCF_002953735.1_ASM295373v1	Streptococcus pluranimalium (TH11417 2018)
GCF_000423745.1_ASM42374v1	Streptococcus plurextorum (DSM 22810 2013)
GCF_001457635.1_NCTC7465	Streptococcus pneumoniae (2015)
GCF_000014365.2_ASM1436v2	Streptococcus pneumoniae (D39 2018)
GCF_003003495.1_ASM300349v1	Streptococcus pneumoniae (D39V 2018)
GCF_000007045.1_ASM704v1	Streptococcus pneumoniae (R6 2001)
GCF_000273445.1_Stre_pneu_Tigr4_V1	Streptococcus pneumoniae (TIGR4 2012)
GCF_000423765.1_ASM42376v1	Streptococcus porci (DSM 23759 2013)
GCF_900475415.1_42206_H01	Streptococcus porcinus (NCTC10999 2018)
GCF_040545265.1_ASM4054526v1	Streptococcus porcorum (DSM 28302 2024)
GCF_000221985.1_ASM22198v1	Streptococcus pseudopneumoniae (IS7493 2011)
GCF_900637075.1_48128_D02	Streptococcus pseudoporcinus (NCTC13786 2018)
GCF_000011765.3_ASM1176v2	Streptococcus pyogenes (MGAS5005 2014)
GCF_900475035.1_41965_F01	Streptococcus pyogenes (NCTC12064 2018)
GCF_030284685.1_ASM3028468v1	Streptococcus raffinosi (VTCC 12812 2023)
GCF_008803015.1_ASM880301v1	Streptococcus ratti (ATCC 31377 2019)
GCF_003595525.1_ASM359552v1	Streptococcus respiraculi (HTS25 2017)
GCF_004785935.1_ASM478593v1	Streptococcus rubneri (DSM 26920 2019)
GCF_003609975.1_ASM360997v1	Streptococcus ruminantium (GUT-187 2018)
GCF_011387195.1_ASM1138719v1	Streptococcus ruminicola (CNU_G2 2020)
GCF_040545225.1_ASM4054522v1	Streptococcus rupicaprae (DSM 28303 2024)
GCF_000253315.1_ASM25331v1	Streptococcus salivarius (JIM8777 2011)
GCF_016908655.1_ASM1690865v1	Streptococcus saliviloxodontae (DSM 27513 2021)
GCF_900475505.1_42925_G01	Streptococcus sanguinis (NCTC7863 2018)
GCF_024814375.1_ASM2481437v1	Streptococcus sciuri (SQ9-PEA 2022)
GCF_006385785.1_ASM638578v1	Streptococcus shenyangsis (D19 2019)
GCF_000767835.1_ASM76783v1	Streptococcus sinensis (HKU4 2014)
GCF_003172995.1_ASM317299v1	Streptococcus sobrinus (SL1 2018)
GCF_000026745.1_ASM2674v1	Streptococcus suis (BM407 2009)
GCF_032594915.1_ASM3259491v1	Streptococcus suivaginalis (29896 2023)
GCF_006385165.1_ASM638516v1	Streptococcus symci (C17 2019)
GCF_011038795.1_ASM1103879v1	Streptococcus tangpeifui (ZJ373 2020)
GCF_029948085.1_ASM2994808v1	Streptococcus taonis (ST22-14 2023)
GCF_903645285.1_Q2617	Streptococcus thalassemiae (Marseille-2020)
GCF_903886475.1_Streptococcus_thermophilus_CIRM_65	Streptococcus thermophilus (STH_CIRM_65 2020)
GCF_000380145.1_ASM38014v1	Streptococcus thoraltensis (DSM 12221 2013)
GCF_900095845.1_PRJEB15309	Streptococcus timonensis (Marseille-P2915 2016)
GCF_024346585.1_ASM2434658v1	Streptococcus toyakuensis (TP1632 2022)
GCF_002355215.1_ASM235521v1	Streptococcus troglodytae (TKU 31 2015)
GCF_900475595.1_44343_G01	Streptococcus uberis (NCTC3858 2018)
GCF_900636885.1_44927_H01	Streptococcus urinalis (NCTC13766 2018)
GCF_017315345.1_ASM1731534v1	Streptococcus vaginalis (P1L01 2021)
GCF_001375655.1_PRJEB8936_assembly_1	Streptococcus varani (FF10 2015)
GCF_900636445.1_41965_G01	Streptococcus vestibularis (NCTC12167 2018)
GCF_016461705.1_ASM1646170v1	Streptococcus vicugnae (SL1232 2021)
GCF_019218685.1_ASM1921868v1	Streptococcus vulneris (DM3B3 2021)
GCF_040888245.1_ASM4088824v1	Streptococcus wuxiensis (21WXBC0057M1 2024)
GCF_006385805.1_ASM638580v1	Streptococcus xiaochunlingii (E24 2019)
GCF_016481285.1_ASM1648128v1	Streptococcus zalophi (CSL7508 2021)
GCF_017639855.1_ASM1763985v1	Streptococcus zhangguiae (zg-86 2021)
GCF_040649515.1_ASM4064951v1	Streptodolium elevatio (NPDC048946 2024)
GCF_003201605.1_ASM320160v1	Streptohalobacillus salinus (DSM 22440 2018)
GCF_000826685.1_ASM82668v1	Streptomonospora alba (YIM 90003 2015)
GCF_039531585.1_ASM3953158v1	Streptomonospora arabica (JCM 16007 2024)
GCF_039542725.1_ASM3954272v1	Streptomonospora halophila (JCM 18123 2024)
GCF_004323735.1_ASM432373v1	Streptomonospora litoralis (M2 2019)
GCF_027604915.1_ASM2760491v1	Streptomonospora mangrovi (S1-112 2023)
GCF_013410565.1_ASM1341056v1	Streptomonospora nanhaiensis (DSM 45927 2020)
GCF_014204715.1_ASM1420471v1	Streptomonospora salina (DSM 44593 2020)
GCF_031845375.1_ASM3184537v1	Streptomonospora wellingtoniae (DSM 45055 2023)
GCF_014648775.1_ASM1464877v1	Streptomyces abikoensis (JCM 4002 2020)
GCF_001751365.1_ASM175136v1	Streptomyces abyssalis (SCSIO 10390 2016)
GCF_008974245.1_ASM897424v1	Streptomyces abyssomicinicus (CHI39 2019)
GCF_037892235.1_ASM3789223v1	Streptomyces achmelvichensis (MS2.AVA.5 2024)
GCF_045160875.1_ASM4516087v1	Streptomyces achromogenes (NBC_00156 2024)
GCF_009377235.1_ASM937723v1	Streptomyces acidicola (K1PN6 2019)
GCF_020010905.1_ASM2001090v1	Streptomyces acidiscabies (NRRL B-16521 2021)
GCF_016741775.1_ASM1674177v1	Streptomyces actinomycinicus (RCU-197 2021)
GCF_016921115.1_ASM1692111v1	Streptomyces actuosus (VRA1 2021)
GCF_020400605.1_ASM2040060v1	Streptomyces aculeolatus (DSM 41644 2021)
GCF_016598475.1_ASM1659847v1	Streptomyces adelaidensis (CAP261 2021)
GCF_041021105.1_ASM4102110v1	Streptomyces adonidis (NEAU-BLH26 2024)
GCF_009377175.1_ASM937717v1	Streptomyces adustus (NBRC 109810 2019)
GCF_044327915.1_ASM4432791v1	Streptomyces afghaniensis (NPDC018010 2024)
GCF_030816955.1_ASM3081695v1	Streptomyces africanus (B3I12 2023)
GCF_001746455.1_ASM174645v1	Streptomyces agglomeratus (9-3-15 2016)
GCF_900112355.1_IMG-taxon_2675903061_annotated_assembly	Streptomyces aidingensis (CGMCC 4.5739 2016)
GCF_019599145.1_ASM1959914v1	Streptomyces akebiae (MG28 2021)
GCF_014650595.1_ASM1465059v1	Streptomyces alanosinicus (JCM 4714 2020)
GCF_014650615.1_ASM1465061v1	Streptomyces albaduncus (JCM 4715 2020)
GCF_039530985.1_ASM3953098v1	Streptomyces albiaxialis (JCM 15478 2024)
GCF_008905045.1_ASM890504v1	Streptomyces albicerus (TRM68295 2019)
GCF_025642175.1_ASM2564217v1	Streptomyces albidocamelliae (HUAS 14-6 2022)
GCF_039529395.1_ASM3952939v1	Streptomyces albidochromogenes (JCM 13858 2024)
GCF_045039635.1_ASM4503963v1	Streptomyces albidoflavus (NBC_01110 2024)
GCF_014645835.1_ASM1464583v1	Streptomyces albiflavescens (CGMCC 4.7111 2020)
GCF_023701525.1_ASM2370152v1	Streptomyces albipurpureus (CWNU-1 2022)
GCF_021228125.1_ASM2122812v1	Streptomyces albireticuli (NRRL B1670 2021)
GCF_008634025.1_ASM863402v1	Streptomyces albofaciens JCM 4342 (ATCC 23873 2019)
GCF_000716675.1_ASM71667v1	Streptomyces alboflavus (NRRL B-2373 2014)
GCF_044901485.1_ASM4490148v1	Streptomyces albogriseolus (NPDC052706 2024)
GCF_008704395.1_ASM870439v1	Streptomyces alboniger (ATCC 12461 2019)
GCF_014648695.1_ASM1464869v1	Streptomyces albospinus (JCM 3399 2020)
GCF_002150845.1_ASM215084v1	Streptomyces alboverticillatus (NRRL B-24281 2017)
GCF_002154385.1_ASM215438v1	Streptomyces albovinaceus (NRRL B-2566 2017)
GCF_024752535.1_ASM2475253v1	Streptomyces albus (DSM 40763 2022)
GCF_018141485.1_ASM1814148v1	Streptomyces alfalfae (XN-04 2021)
GCF_014141535.1_ASM1414153v1	Streptomyces alkaliphilus (DSM 42118 2020)
GCF_013618545.1_ASM1361854v1	Streptomyces alkaliterrae (OF8 2020)
GCF_045276965.1_ASM4527696v1	Streptomyces althioticus (NBC 01666 2024)
GCF_039532665.1_ASM3953266v1	Streptomyces amakusaensis (JCM 4167 2024)
GCF_001267885.1_ASM126788v1	Streptomyces ambofaciens (ATCC 23877 2015)
GCF_001632865.1_ASM163286v1	Streptomyces ambofaciens (DSM 40697 2016)
GCF_001953875.1_ASM195387v1	Streptomyces amritsarensis (MTCC 11845 2017)
GCF_014650655.1_ASM1465065v1	Streptomyces anandii (JCM 4720 2020)
GCF_019400875.1_ASM1940087v1	Streptomyces anatolicus (BG9H 2021)
GCF_042651645.1_ASM4265164v1	Streptomyces andamanensis (PCU 347 2024)
GCF_019933235.1_ASM1993323v1	Streptomyces angustmyceticus (JCM 4053 2021)
GCF_026627255.1_ASM2662725v1	Streptomyces antarcticus (H27-S2 2022)
GCF_035917655.1_ASM3591765v1	Streptomyces anthocyanicus (NBC 01777 2024)
GCF_026340665.1_ASM2634066v1	Streptomyces antibioticus (NBC_01273 2022)
GCF_020532625.1_ASM2053262v1	Streptomyces antimicrobicus (SMC 277 2021)
GCF_045161845.1_ASM4516184v1	Streptomyces antimycoticus (NBC_00839 2024)
GCF_000968685.2_ASM96868v2	Streptomyces antioxidans (MUSC 164 2017)
GCF_004005495.1_ASM400549v1	Streptomyces antnestii (San01 2019)
GCF_001434355.1_ASM143435v1	Streptomyces anulatus (ATCC 11523 2015)
GCF_009739465.1_ASM973946v1	Streptomyces apocyni (TRM 66233 2019)
GCF_008369065.1_ASM836906v1	Streptomyces apricus (SUN51 2019)
GCF_003955715.1_ASM395571v1	Streptomyces aquilus (GGCR-6 2018)
GCF_008932075.1_ASM893207v1	Streptomyces arboris (TRM68085 2019)
GCF_003112575.1_ASM311257v1	Streptomyces ardesiacus (NBRC 15402 2018)
GCF_042902585.1_ASM4290258v1	Streptomyces argenteolus (NPDC012540 2024)
GCF_013046785.1_ASM1304678v1	Streptomyces argyrophylli (Jing01 2020)
GCF_003355155.1_ASM335515v1	Streptomyces armeniacus (ATCC 15676 2018)
GCF_018138715.1_ASM1813871v1	Streptomyces asiaticus (DSM 41761 2021)
GCF_016860545.1_ASM1686054v1	Streptomyces asoensis (NBRC 13813 2021)
GCF_046614805.1_ASM4661480v1	Streptomyces atacamensis (KACC15492 2025)
GCF_003330865.1_ASM333086v1	Streptomyces atratus (SCSIO_ZH16 2018)
GCF_001418325.1_ASM141832v1	Streptomyces atriruber (NRRL B-24165 2015)
GCF_000717025.1_ASM71702v1	Streptomyces atroolivaceus (NRRL ISP-5137 2014)
GCF_039533285.1_ASM3953328v1	Streptomyces atrovirens (JCM 6913 2024)
GCF_014701115.1_ASM1470111v1	Streptomyces aurantiacus (JCM 4677 2020)
GCF_014649375.1_ASM1464937v1	Streptomyces aurantiogriseus (JCM 4346 2020)
GCF_000280865.2_ASM28086v2	Streptomyces auratus (AGR0001 2021)
GCF_000720475.1_ASM72047v1	Streptomyces aureocirculatus (NRRL ISP-5386 2014)
GCF_042657885.1_ASM4265788v1	Streptomyces aureoversilis (CGMCC 4.1641 2024)
GCF_039527835.1_ASM3952783v1	Streptomyces aureus (JCM 12605 2024)
GCF_000009765.2_ASM976v2	Streptomyces avermitilis  NBRC 14893 (MA-4680 2016)
GCF_000719135.1_ASM71913v1	Streptomyces avicenniae (NRRL B-24776 2014)
GCF_045161815.1_ASM4516181v1	Streptomyces avidinii (NBC_00832 2024)
GCF_039532135.1_ASM3953213v1	Streptomyces axinellae (JCM 16373 2024)
GCF_001270025.1_Sazu_1.0	Streptomyces azureus (ATCC 14921 2015)
GCF_000716025.1_ASM71602v1	Streptomyces baarnensis (NRRL B-2842 2014)
GCF_044767875.1_ASM4476787v1	Streptomyces bacillaris (NPDC101189 2024)
GCF_014649415.1_ASM1464941v1	Streptomyces badius (JCM 4350 2020)
GCF_020532645.1_ASM2053264v1	Streptomyces bambusae (T110 2021)
GCF_039530525.1_ASM3953052v1	Streptomyces bangladeshensis (JCM 14924 2024)
GCF_002843305.1_ASM284330v1	Streptomyces barkulensis (RC 1831 2017)
GCF_020819595.1_ASM2081959v1	Streptomyces barringtoniae (JA03 2021)
GCF_015910445.1_ASM1591044v1	Streptomyces bathyalis (ASO4wet 2020)
GCF_004784475.1_ASM478447v1	Streptomyces bauhiniae (Bv016 2019)
GCF_019710745.1_ASM1971074v1	Streptomyces beigongshangae (REN17 2021)
GCF_026274175.1_ASM2627417v1	Streptomyces beihaiensis (GXMU-J5 2022)
GCF_039526835.1_ASM3952683v1	Streptomyces beijiangensis (JCM 11882 2024)
GCF_007280585.1_ASM728058v1	Streptomyces benahoarensis (MZ03-48 2019)
GCF_000719285.1_ASM71928v1	Streptomyces bicolor (NRRL B-5348 2014)
GCF_000716625.1_ASM71662v1	Streptomyces bikiniensis (NRRL ISP-5580 2014)
GCF_039521185.1_ASM3952118v1	Streptomyces blastmyceticus (JCM 4565 2024)
GCF_009709555.1_ASM970955v1	Streptomyces blattellae (TRM63209 2019)
GCF_014650715.1_ASM1465071v1	Streptomyces bluensis (JCM 4729 2020)
GCF_036172715.1_ASM3617271v1	Streptomyces bobili (NBC_00302 2024)
GCF_031845405.1_ASM3184540v1	Streptomyces boetiae (DSM 44917 2023)
GCF_012033785.1_ASM1203378v1	Streptomyces bohaiensis (11A07 2020)
GCF_009908195.1_ASM990819v1	Streptomyces boluensis (YC537 2020)
GCF_011045075.1_ASM1104507v1	Streptomyces boncukensis (SB3404 2020)
GCF_048572725.1_ASM4857272v1	Streptomyces boninensis (TBRC7755 2025)
GCF_003721215.1_ASM372121v1	Streptomyces botrytidirepellens (NEAU-LD23 2018)
GCA_000383595.1_ASM38359v1	Streptomyces bottropensis (ATCC 25435 2013 genbank)
GCF_000383595.1_ASM38359v1	Streptomyces bottropensis (ATCC 25435 2013 refseq)
GCF_014647875.1_ASM1464787v1	Streptomyces brasiliensis (JCM 3086 2020)
GCF_018927715.1_ASM1892771v1	Streptomyces brasiliscabiei (IBSBF2867 2021)
GCF_007829885.1_ASM782988v1	Streptomyces brevispora (DSM 42059 2019)
GCF_009796285.1_ASM979628v1	Streptomyces broussonetiae (T44 2019)
GCF_014295035.1_ASM1429503v1	Streptomyces buecherae (AC541 2020)
GCF_036352915.1_ASM3635291v1	Streptomyces bugieae (DSM 41528 2024)
GCF_042657145.1_ASM4265714v1	Streptomyces bullii (CGMCC 4.7019 2024)
GCF_001514215.1_ASM151421v1	Streptomyces bungoensis (DSM 41781 2016)
GCF_001187435.1_ASM118743v1	Streptomyces caatingaensis (CMAA 1322 2015)
GCF_006539165.1_ASM653916v1	Streptomyces cacaoi (NBRC 12748 2019)
GCF_003261055.1_ASM326105v1	Streptomyces cadmiisoli (ZFG47 2018)
GCF_014205255.1_ASM1420525v1	Streptomyces caelestis (DSM 40084 2020)
GCF_042678285.1_ASM4267828v1	Streptomyces caeni (CGMCC 4.7426 2024)
GCF_001514235.1_ASM151423v1	Streptomyces caeruleatus (NRRL B-24802 2016)
GCF_002891435.1_ASM289143v1	Streptomyces cahuitamycinicus (13K301 2018)
GCF_014141525.1_ASM1414152v1	Streptomyces calidiresistens (DSM 42108 2020)
GCF_016906185.1_ASM1690618v1	Streptomyces californicus (FDAARGOS_1209 2021)
GCF_006716135.1_ASM671613v1	Streptomyces calvus (DSM 41452 2019)
GCF_027625935.1_ASM2762593v1	Streptomyces camelliae (HUAS 2-6 2023)
GCF_014646115.1_ASM1464611v1	Streptomyces camponoticapitis (CGMCC 4.7275 2020)
GCF_014650735.1_ASM1465073v1	Streptomyces canarius (JCM 4733 2020)
GCF_014655855.1_ASM1465585v1	Streptomyces candidus (JCM 4629 2020)
GCF_019059395.1_ASM1905939v1	Streptomyces cangkringensis (DSM 41769 2021)
GCF_036178885.1_ASM3617888v1	Streptomyces caniferus (NBC_00270 2024)
GCF_014852565.2_ASM1485256v2	Streptomyces caniscabiei (ID03-3A 2023)
GCF_036177905.1_ASM3617790v1	Streptomyces canus (NBC_00277 2024)
GCF_007829875.1_ASM782987v1	Streptomyces capillispiralis (DSM 41695 2019)
GCF_002214185.1_ASM221418v1	Streptomyces capitiformicae (1H-SSA4 2017)
GCF_014654935.1_ASM1465493v1	Streptomyces capoamus (JCM 4253 2020)
GCF_002794255.1_ASM279425v1	Streptomyces carminius (TRM SA0054 2017)
GCF_025133285.1_ASM2513328v1	Streptomyces carpaticus (SCPM-O-B-9993 2022)
GCF_002154505.1_ASM215450v1	Streptomyces carpinensis (NRRL B-16921 2017)
GCF_030719295.1_ASM3071929v1	Streptomyces castrisilvae (Mut1 2023)
GCF_000718015.1_ASM71801v1	Streptomyces catenulae (NRRL B-2342 2014)
GCF_029760955.1_ASM2976095v1	Streptomyces cathayae (HUAS 5 2023)
GCF_004023625.1_ASM402362v1	Streptomyces cavernae (SYSU K10008 2019)
GCF_029968035.1_ASM2996803v1	Streptomyces cavernicola (B-S-A6 2023)
GCF_042665405.1_ASM4266540v1	Streptomyces caviscabies (CGMCC 4.1836 2024)
GCF_006788935.1_ASM678893v1	Streptomyces cavourensis (DSM 41795 2019)
GCF_001513965.1_ASM151396v1	Streptomyces cellostaticus (DSM 40189 2016)
GCF_000720995.1_ASM72099v1	Streptomyces celluloflavus (NRRL B-2493 2014)
GCF_042804095.1_ASM4280409v1	Streptomyces cellulosae (NPDC057399 2024)
GCF_024600715.1_ASM2460071v1	Streptomyces changanensis (HL-66 2022)
GCF_008704715.1_ASM870471v1	Streptomyces chartreusis (ATCC 14922 2019)
GCF_001294335.1_ASM129433v1	Streptomyces chattanoogensis (NRRL ISP-5002 2015)
GCF_030406905.1_ASM3040690v1	Streptomyces chengbuensis (HUAS CB01 2023)
GCF_029846775.1_ASM2984677v1	Streptomyces chengmaiensis (HNM0663 2023)
GCF_039529885.1_ASM3952988v1	Streptomyces cheonanensis (JCM 14549 2024)
GCF_036281785.1_ASM3628178v1	Streptomyces chiangmaiensis (TA4-1 2024)
GCF_001642695.1_ASM164269v2	Streptomyces chilikensis (RC 1830 2020)
GCF_031845445.1_ASM3184544v1	Streptomyces chisholmiae (DSM 44915 2023)
GCF_029846675.1_ASM2984667v1	Streptomyces chitinivorans (RC1832 2023)
GCF_042655885.1_ASM4265588v1	Streptomyces chlorus (CGMCC 4.5798 2024)
GCF_003865135.1_ASM386513v1	Streptomyces chrestomyceticus JCM 4735 (NBRC 13444 2018)
GCF_015160875.1_ASM1516087v1	Streptomyces chromofuscus (DSM 40273 2020)
GCF_014650755.1_ASM1465075v1	Streptomyces chryseus (JCM 4737 2020)
GCF_014779715.1_ASM1477971v1	Streptomyces chumphonensis (KK1-2 2020)
GCF_009299385.1_ASM929938v1	Streptomyces cinereoruber (ATCC 19740 2019)
GCF_042430725.1_ASM4243072v1	Streptomyces cinereospinus (JCM 6917 2024)
GCF_014648635.1_ASM1464863v1	Streptomyces cinerochromogenes (JCM 3385 2020)
GCF_027270315.1_ASM2727031v1	Streptomyces cinnabarinus (DSM 40467 2022)
GCF_002939475.1_ASM293947v1	Streptomyces cinnamoneus (DSM 41675 2018)
GCF_014650775.1_ASM1465077v1	Streptomyces cirratus (JCM 4738 2020)
GCF_036967205.1_ASM3696720v1	Streptomyces citrinus (Q6 2024)
GCF_036345975.1_ASM3634597v1	Streptomyces clavifer (NBC_00558 2024)
GCF_005519465.1_ASM551946v1	Streptomyces clavuligerus (ATCC 27064 2019)
GCF_029223485.1_ASM2922348v1	Streptomyces coacervatus (JCM 17138 2023)
GCF_045041415.1_ASM4504141v1	Streptomyces coelicoflavus (NBC_00099 2024)
GCF_039532725.1_ASM3953272v1	Streptomyces coeruleofuscus (JCM 4358 2024)
GCF_039542925.1_ASM3954292v1	Streptomyces coeruleoprunus (JCM 6919 2024)
GCF_008705135.1_ASM870513v1	Streptomyces coeruleorubidus (ATCC 13740 2019)
GCF_042657965.1_ASM4265796v1	Streptomyces coerulescens (CGMCC 4.1597 2024)
GCF_016741875.1_ASM1674187v1	Streptomyces coffeae (CA1R205 2021)
GCF_031348265.1_ASM3134826v1	Streptomyces collinus (CGMCC 4.1623 2023)
GCF_001866645.1_ASM186664v1	Streptomyces colonosanans (MUSC 93 2016)
GCF_012034205.1_ASM1203420v1	Streptomyces composti (SBST2-5 2020)
GCF_019104725.1_ASM1910472v1	Streptomyces corallincola (J2-1 2021)
GCF_001514055.1_ASM151405v1	Streptomyces corchorusii (DSM 40340 2016)
GCF_913919575.1_CMBFB	Streptomyces coriariae (CMB-FB 2021)
GCF_011044975.1_ASM1104497v1	Streptomyces coryli (A7024 2020)
GCF_003346515.1_ASM334651v1	Streptomyces corynorhini (AC230 2018)
GCF_039535435.1_ASM3953543v1	Streptomyces cremeus (JCM 4362 2024)
GCF_039521265.1_ASM3952126v1	Streptomyces crystallinus (JCM 5067 2024)
GCF_024295805.1_ASM2429580v1	Streptomyces cucumeris (NEAU-Y11 2022)
GCF_014257025.1_ASM1425702v1	Streptomyces cupreus (PSKA01 2020)
GCF_001513975.1_ASM151397v1	Streptomyces curacoi (DSM 40107 2016)
GCF_039532705.1_ASM3953270v1	Streptomyces cuspidosporus (JCM 4316 2024)
GCF_003963535.1_ASM396353v1	Streptomyces cyaneochromogenes (MK-45 2018)
GCF_033109485.1_ASM3310948v1	Streptomyces cyaneofuscatus (89-2-2 2023)
GCF_004028635.1_ASM402863v1	Streptomyces cyaneus (CGMCC 4.1671 2019)
GCF_017526105.1_ASM1752610v1	Streptomyces cyanogenus (S136 2021)
GCF_022698165.1_ASM2269816v1	Streptomyces cylindrosporus (7R015 2022)
GCF_025642135.1_ASM2564213v1	Streptomyces cynarae (HUAS 13-4 2022)
GCF_020521275.1_ASM2052127v1	Streptomyces daghestanicus (NBRC 12762 2021)
GCF_003675325.1_ASM367532v1	Streptomyces dangxiongensis (Z022 2018)
GCF_014645895.1_ASM1464589v1	Streptomyces daqingensis (CGMCC 4.7178 2020)
GCF_000349325.1_ASM34932v1	Streptomyces davaonensis (JCM 4913 2012)
GCF_022385335.1_ASM2238533v1	Streptomyces deccanensis (KCTC 19241 2022)
GCF_045208505.1_ASM4520850v1	Streptomyces decoyicus (NBC_01584 2024)
GCF_030803745.1_ASM3080374v1	Streptomyces demainii (DSM 41600 2023)
GCF_002946835.1_ASM294683v1	Streptomyces dengpaensis (XZHG99 2018)
GCF_042681365.1_ASM4268136v1	Streptomyces desertarenae (CGMCC 4.7455 2024)
GCF_003323715.1_ASM332371v1	Streptomyces diacarni (LHW51701 2018)
GCF_014648935.1_ASM1464893v1	Streptomyces diastaticus subsp. diastaticus (JCM 4128 2020)
GCF_002242805.1_ASM224280v1	Streptomyces diastatochromogenes (DSM 40608 2017)
GCF_003024195.1_ASM302419v1	Streptomyces dioscori (A217 2018)
GCF_014651075.1_ASM1465107v1	Streptomyces djakartensis (JCM 4957 2020)
GCF_031845645.1_ASM3184564v1	Streptomyces doebereineriae (DSM 41640 2023)
GCF_031845505.1_ASM3184550v1	Streptomyces doudnae (DSM 41981 2023)
GCF_039534625.1_ASM3953462v1	Streptomyces drozdowiczii (JCM 13580 2024)
